0.153344478	0.012989811	0.021141914	3.663
0.11229979	0.02742593	0.005896269	4.329
0.169251905	0.012989811	0.003107113	4.329
0.207524188	0.051961383	0.092787112	3.663
0.169251905	0.012989811	0.033776498	4.329
0.140542214	0.035247422	0.024249998	3.996
0.16239744	0.012989811	0.019558783	3.996
0.192427021	0.04841575	0.079718325	3.663
0.16239744	0.012989811	0.02936115	3.996
0.154965504	0.035247422	0.007799006	4.329
0.195618327	0.071442257	0.089952687	3.996
0.154965504	0.035247422	0.036205826	4.329
0.194414723	0.04841575	0.085753904	3.996
0.169251905	0.012989811	0.031665746	4.329
0.194414723	0.04841575	0.077870381	3.996
0.154608314	0.032174656	0.020216673	4.103166667
0.182698252	0.058408602	0.07432372	3.884416667
0.154608314	0.032174656	0.032279461	4.103166667
0.186659537	0.058942507	0.075756335	4.113583333
0.161469657	0.032577005	0.030145795	4.332333333
0.187322266	0.042607233	0.07240833	4.113583333
0.185160783	0.042607233	0.071526849	3.884416667
0.16465694	0.012948958	0.028556021	4.103166667
0.185160783	0.042607233	0.068409856	3.884416667
0.186659537	0.058942507	0.075635289	4.113583333
0.179778439	0.051394407	0.06678603	3.999
0.159726267	0.029724484	0.02907867	4.165666667
0.181776652	0.03875305	0.06458476	3.999
0.179778439	0.051394407	0.06698319	3.999
0.182751792	0.051394407	0.068309126	4.165666667
0.177860195	0.046675752	0.06217823	4.0615
